Altium Designer Pick and Place Locations
C:\git\solarmagic\texas_2\Project Outputs\Pick Place for SM3320-BATT-EV(CS_OUT).csv

========================================================================================================================
File Design Information:

Date:       24/06/22
Time:       19:16
Revision:   Not in VersionControl
Variant:    CS_OUT
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"D1_a","SS210","TopLayer","DO-214AC","68.5000","58.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","58.5000","70.4000","58.5000"
"D1_b","SS210","TopLayer","DO-214AC","68.5000","63.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","63.5000","70.4000","63.5000"
"D1_c","SS210","TopLayer","DO-214AC","68.5000","68.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","68.5000","70.4000","68.5000"
"D1_d","SS210","TopLayer","DO-214AC","68.5000","73.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","73.5000","70.4000","73.5000"
"D1_e","SS210","TopLayer","DO-214AC","68.5000","78.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","78.5000","70.4000","78.5000"
"D1_f","SS210","TopLayer","DO-214AC","68.5000","83.4500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","83.5000","70.4000","83.5000"
"D2_a","SS210","TopLayer","DO-214AC","68.5000","31.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","32.0000","70.4000","32.0000"
"D2_b","SS210","TopLayer","DO-214AC","68.5000","36.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","37.0000","70.4000","37.0000"
"D2_c","SS210","TopLayer","DO-214AC","68.5000","41.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","42.0000","70.4000","42.0000"
"D2_d","SS210","TopLayer","DO-214AC","68.5000","46.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","68.5000","47.0000","70.4000","47.0000"
